DATE,PRCP,SNOW,SNWD,SNOW_DAY_SUM
2021-10-19,0.0,0.0,0.0,4.499999999999993
2021-10-20,0.0,0.0,0.0,1.899999999999993
2021-10-21,0.0,0.0,0.0,1.599999999999993
2021-10-22,0.0,0.0,0.0,0.0
2021-10-23,0.0,0.0,0.0,0.0
2021-11-03,0.15,0.0,,0.0
2021-11-04,0.02,0.0,,0.0
2021-11-05,0.0,0.0,,0.0
2021-11-06,0.0,0.0,,0.0
2021-11-07,0.0,0.0,,0.0
2021-11-08,0.0,0.0,,0.0
2021-11-09,0.0,0.0,,0.0
2021-11-10,0.02,0.3,,0.2999999999999929
2021-11-11,0.01,0.4,,0.6999999999999929
2021-11-12,0.17,1.2,,1.8999999999999928
2021-11-13,0.0,0.0,,1.8999999999999928
2021-11-14,0.0,0.0,,1.8999999999999928
2021-11-15,0.0,0.0,,1.8999999999999928
2021-11-16,0.0,0.0,,1.8999999999999928
2021-11-17,0.05,1.4,,2.999999999999993
2021-11-18,0.0,0.0,,2.5999999999999925
2021-11-19,0.0,0.0,,1.3999999999999928
2021-11-20,0.0,0.0,,1.3999999999999928
2021-11-21,0.24,3.5,,4.899999999999993
2021-11-22,0.0,0.0,,4.899999999999993
2021-11-23,0.0,0.0,,4.899999999999993
2021-11-24,0.06,1.7,,5.199999999999993
2021-11-25,0.01,0.3,,5.499999999999993
2021-11-26,0.0,0.0,,5.499999999999993
2021-11-27,0.0,0.0,,5.499999999999993
2021-11-28,0.0,0.0,,1.999999999999993
2021-11-29,0.0,0.0,,1.999999999999993
2021-11-30,0.0,0.0,,1.999999999999993
2021-12-01,0.0,0.0,0.0,0.2999999999999929
2021-12-02,0.0,0.0,0.0,0.0
2021-12-03,0.0,0.0,0.0,0.0
2021-12-04,0.0,0.0,0.0,0.0
2021-12-05,0.0,0.0,0.0,0.0
2021-12-06,0.0,0.0,0.0,0.0
2021-12-07,0.0,0.2,0.0,0.1999999999999929
2021-12-08,0.0,0.0,0.0,0.1999999999999929
2021-12-09,0.0,0.2,0.0,0.3999999999999929
2021-12-10,0.39,4.2,4.0,4.599999999999993
2021-12-11,0.02,0.4,3.5,4.999999999999994
2021-12-12,0.0,0.0,3.0,4.999999999999994
2021-12-13,0.0,0.0,2.0,4.999999999999994
2021-12-14,0.0,0.0,2.0,4.799999999999994
2021-12-16,0.27,4.0,6.0,8.799999999999994
2021-12-17,0.05,1.3,6.5,9.899999999999993
2021-12-18,0.03,0.6,6.5,6.299999999999993
2021-12-19,0.0,0.0,6.0,5.899999999999992
2021-12-20,0.0,0.0,5.5,5.899999999999992
2021-12-21,0.0,0.0,5.5,5.899999999999992
2021-12-22,0.0,0.0,5.0,5.899999999999992
2021-12-23,0.0,0.0,5.0,1.8999999999999928
2021-12-24,0.53,5.2,10.5,5.799999999999993
2021-12-25,0.59,8.4,17.0,13.599999999999994
2021-12-26,0.06,1.2,16.0,14.799999999999992
2021-12-27,0.35,4.7,19.0,19.499999999999993
2021-12-28,0.09,1.5,17.5,20.999999999999993
2021-12-29,0.15,3.0,19.5,23.999999999999993
2021-12-30,0.03,0.3,15.5,24.299999999999994
2021-12-31,0.05,0.7,15.0,19.799999999999994
2022-01-01,0.52,5.9,20.5,17.29999999999999
2022-01-02,0.05,0.5,20.0,16.599999999999994
2022-01-03,0.0,0.0,19.0,11.899999999999991
2022-01-04,0.0,0.0,16.0,10.399999999999991
2022-01-05,0.13,3.0,16.5,10.399999999999991
2022-01-06,0.38,4.5,16.5,14.59999999999999
2022-01-07,0.17,1.2,17.0,15.09999999999999
2022-01-08,0.0,0.0,15.5,9.19999999999999
2022-01-09,0.07,1.0,16.0,9.69999999999999
2022-01-10,0.0,0.0,15.5,9.69999999999999
2022-01-11,0.0,0.0,15.5,9.69999999999999
2022-01-12,0.0,0.0,15.5,6.699999999999991
2022-01-13,0.0,0.0,15.5,2.1999999999999913
2022-01-14,0.0,0.0,15.5,0.9999999999999911
2022-01-15,0.12,2.4,18.0,3.399999999999991
2022-01-16,0.0,0.0,17.5,2.399999999999991
2022-01-17,0.0,0.0,17.0,2.399999999999991
2022-01-18,0.0,0.0,16.5,2.399999999999991
2022-01-19,0.0,0.0,16.5,2.399999999999991
2022-01-20,0.0,0.3,16.5,2.699999999999991
2022-01-21,0.06,1.3,17.5,3.999999999999991
2022-01-22,0.06,0.8,18.0,2.3999999999999915
2022-01-23,0.0,0.0,17.5,2.3999999999999915
2022-01-24,0.0,0.0,17.0,2.3999999999999915
2022-01-25,0.14,1.8,19.0,4.199999999999991
2022-01-26,0.03,0.5,19.0,4.699999999999991
2022-01-27,0.05,0.7,19.5,5.099999999999992
2022-01-28,0.1,1.7,20.5,5.499999999999991
2022-01-29,0.0,0.0,20.0,4.699999999999991
2022-01-30,0.0,0.0,19.5,4.699999999999991
2022-01-31,0.0,0.0,19.0,4.699999999999991
2022-02-01,0.0,0.0,19.0,2.899999999999991
2022-02-02,0.15,1.8,21.0,4.199999999999991
2022-02-03,0.02,0.2,21.0,3.699999999999991
2022-02-04,0.0,0.0,20.5,1.9999999999999911
2022-02-05,0.0,0.0,20.5,1.9999999999999911
2022-02-06,0.02,0.6,21.0,2.599999999999991
2022-02-07,0.0,0.0,20.5,2.599999999999991
2022-02-08,0.0,0.0,20.0,2.599999999999991
2022-02-09,0.0,0.0,20.0,0.7999999999999912
2022-02-10,0.0,0.2,20.0,0.7999999999999912
2022-02-11,0.0,0.0,20.0,0.7999999999999912
2022-02-12,0.15,2.1,22.0,2.8999999999999915
2022-02-13,0.0,0.0,20.0,2.299999999999991
2022-02-14,0.0,0.0,20.0,2.299999999999991
2022-02-15,0.0,0.0,20.0,2.299999999999991
2022-02-16,0.0,0.0,19.5,2.299999999999991
2022-02-17,0.18,2.8,23.0,4.899999999999991
2022-02-18,0.0,0.0,22.0,4.899999999999991
2022-02-19,0.0,0.0,21.5,2.7999999999999905
2022-02-20,0.0,0.0,20.5,2.7999999999999905
2022-02-21,0.0,0.0,20.0,2.7999999999999905
2022-02-22,0.03,0.4,20.5,3.1999999999999904
2022-02-23,0.23,2.2,22.5,5.399999999999991
2022-02-24,0.2,2.4,25.0,4.999999999999991
2022-02-25,0.04,0.5,24.5,5.499999999999991
2022-02-26,0.03,0.3,24.5,5.799999999999991
2022-02-27,0.0,0.0,24.0,5.799999999999991
2022-02-28,0.0,0.0,23.5,5.799999999999991
2022-03-01,0.0,0.0,23.0,5.399999999999991
2022-03-02,0.0,0.0,22.0,3.1999999999999904
2022-03-03,0.0,0.0,21.0,0.7999999999999907
2022-03-04,0.0,0.0,20.0,0.29999999999999066
2022-03-05,0.04,0.6,20.5,0.5999999999999907
2022-03-06,0.11,1.7,22.5,2.2999999999999905
2022-03-07,0.12,1.7,24.0,3.9999999999999907
2022-03-08,0.0,0.0,23.0,3.9999999999999907
2022-03-09,0.0,0.0,22.5,3.9999999999999907
2022-03-10,0.16,2.0,24.5,5.999999999999991
2022-03-11,0.0,0.0,24.0,5.999999999999991
2022-03-12,0.0,0.0,23.5,5.3999999999999915
2022-03-13,0.0,0.0,23.0,3.699999999999991
2022-03-14,0.07,1.0,23.5,2.999999999999991
2022-03-15,0.0,0.0,22.5,2.999999999999991
2022-03-16,0.0,0.0,22.0,2.999999999999991
2022-03-17,0.49,6.0,28.0,6.999999999999991
2022-03-18,0.03,0.2,25.0,7.199999999999991
2022-03-19,0.0,0.0,24.5,7.199999999999991
2022-03-20,0.0,0.0,24.0,7.199999999999991
2022-03-21,0.01,0.3,23.0,6.499999999999991
2022-03-22,0.03,0.4,23.5,6.8999999999999915
2022-03-23,0.02,0.4,23.5,7.299999999999991
2022-03-24,0.0,0.0,23.0,1.2999999999999912
2022-03-25,0.0,0.0,22.0,1.0999999999999912
2022-03-26,0.0,0.0,21.0,1.0999999999999912
2022-03-27,0.0,0.0,17.5,1.0999999999999912
2022-03-28,0.0,0.0,13.0,0.7999999999999912
2022-03-29,0.0,0.0,13.0,0.39999999999999114
2022-03-30,0.08,0.6,13.5,0.5999999999999911
2022-03-31,0.0,0.0,13.0,0.5999999999999911
2022-04-01,0.06,0.7,12.5,1.299999999999991
2022-04-02,0.0,0.0,11.5,1.299999999999991
2022-04-03,0.12,1.8,10.5,3.099999999999991
2022-04-05,0.0,0.0,9.0,3.099999999999991
2022-04-06,0.0,0.0,8.5,3.099999999999991
2022-04-07,0.0,0.0,8.0,2.499999999999991
2022-04-08,0.0,0.0,8.0,2.499999999999991
2022-04-09,0.0,0.0,7.0,1.7999999999999914
2022-04-10,0.18,2.5,8.0,4.299999999999992
2022-04-11,0.0,0.0,6.0,2.499999999999991
2022-04-12,0.14,2.3,6.5,4.799999999999991
2022-04-13,0.25,2.5,10.0,7.299999999999991
2022-04-14,0.12,1.9,11.0,9.19999999999999
2022-04-15,0.0,0.0,7.5,9.19999999999999
2022-04-16,0.0,0.0,6.5,9.19999999999999
2022-04-17,0.17,1.9,7.5,8.59999999999999
2022-04-18,0.03,0.0,4.0,8.59999999999999
2022-04-19,0.0,0.0,2.0,6.299999999999991
2022-04-20,0.0,0.0,1.5,3.799999999999991
2022-04-21,0.0,0.0,1.0,1.899999999999991
2022-04-22,0.0,0.0,0.0,1.899999999999991
2022-04-23,0.16,2.6,2.5,4.499999999999991
2022-04-24,0.08,0.4,1.0,2.999999999999991
2022-04-25,0.05,0.5,0.5,3.499999999999991
2022-04-26,0.0,0.0,0.0,3.499999999999991
2022-04-27,0.0,0.0,0.0,3.499999999999991
2022-04-28,0.0,0.0,0.0,3.499999999999991
2022-04-29,0.0,0.0,0.0,3.499999999999991
2022-04-30,0.0,0.0,0.0,0.8999999999999911
2022-05-01,0.0,0.0,0.0,0.4999999999999911
2022-05-02,0.11,0.2,0.0,0.19999999999999113
2022-05-03,0.02,0.0,0.0,0.19999999999999113
2022-05-04,0.47,3.7,4.0,3.8999999999999915
2022-05-05,0.16,2.0,2.5,5.8999999999999915
2022-05-06,0.0,0.0,0.0,5.8999999999999915
2022-05-07,0.0,0.0,,5.8999999999999915
2022-05-08,0.04,0.0,0.0,5.8999999999999915
2022-05-09,0.01,0.0,0.0,5.699999999999991
2022-05-10,0.0,0.0,0.0,5.699999999999991
2022-05-11,0.0,0.0,0.0,1.9999999999999911
2022-05-12,0.0,0.0,0.0,0.0
2022-05-13,0.0,0.0,0.0,0.0
2022-05-14,0.0,0.0,0.0,0.0
2022-05-15,0.0,0.0,0.0,0.0
2022-05-16,0.0,0.0,0.0,0.0
2022-05-17,0.0,0.0,0.0,0.0
2022-05-18,0.0,0.0,0.0,0.0
2022-05-19,0.0,0.0,0.0,0.0
2022-05-20,0.15,2.0,2.0,1.9999999999999911
2022-05-21,0.66,4.6,7.5,6.599999999999991
2022-05-22,0.0,0.0,0.0,6.599999999999991
2022-05-23,0.1,0.7,0.5,7.299999999999991
2022-05-24,0.12,1.0,1.0,8.29999999999999
2022-05-25,0.33,1.3,1.0,9.59999999999999
2022-07-03,0.0,0.0,,9.59999999999999
2022-07-04,0.06,0.0,0.0,7.599999999999991
2022-07-05,0.1,0.0,0.0,2.999999999999991
2022-07-06,0.26,0.0,0.0,2.999999999999991
2022-07-07,0.0,0.0,0.0,2.299999999999991
2022-07-08,0.0,0.0,0.0,1.2999999999999912
2022-07-09,0.0,0.0,0.0,0.0
2022-07-10,0.0,0.0,0.0,0.0
2022-07-11,0.1,0.0,0.0,0.0
2022-07-12,0.0,0.0,0.0,0.0
2022-07-13,0.01,0.0,0.0,0.0
2022-07-14,0.0,0.0,0.0,0.0
2022-07-15,0.01,0.0,0.0,0.0
2022-07-16,0.09,0.0,0.0,0.0
2022-07-17,0.0,0.0,0.0,0.0
2022-07-18,0.0,0.0,0.0,0.0
2022-07-19,0.13,0.0,0.0,0.0
2022-07-20,0.13,0.0,0.0,0.0
2022-07-21,0.04,0.0,0.0,0.0
2022-07-22,0.0,0.0,0.0,0.0
2022-07-23,0.0,0.0,0.0,0.0
2022-07-24,0.1,0.0,0.0,0.0
2022-07-25,0.23,0.0,0.0,0.0
2022-07-26,0.0,0.0,0.0,0.0
2022-07-27,0.0,0.0,0.0,0.0
2022-07-28,0.0,0.0,0.0,0.0
2022-07-29,0.43,0.0,0.0,0.0
2022-07-30,0.0,0.0,0.0,0.0
2022-07-31,0.09,0.0,0.0,0.0
2022-08-01,0.04,0.0,0.0,0.0
2022-08-02,0.0,0.0,0.0,0.0
2022-08-03,0.06,0.0,0.0,0.0
2022-08-04,0.0,0.0,0.0,0.0
2022-08-05,0.0,0.0,0.0,0.0
2022-08-06,0.35,0.0,0.0,0.0
2022-08-07,0.0,0.0,0.0,0.0
2022-08-08,0.0,0.0,0.0,0.0
2022-08-09,0.0,0.0,0.0,0.0
2022-08-10,0.0,0.0,0.0,0.0
2022-08-11,0.0,0.0,0.0,0.0
2022-08-12,0.0,0.0,0.0,0.0
2022-08-13,0.02,0.0,0.0,0.0
2022-08-14,0.04,0.0,0.0,0.0
2022-08-15,0.07,0.0,0.0,0.0
2022-08-16,0.42,0.0,0.0,0.0
2022-08-17,0.4,0.0,0.0,0.0
2022-08-18,0.0,0.0,0.0,0.0
2022-08-19,0.0,0.0,0.0,0.0
2022-08-20,0.01,0.0,0.0,0.0
2022-08-21,0.08,0.0,0.0,0.0
2022-08-23,0.01,0.0,0.0,0.0
2022-08-24,0.02,0.0,0.0,0.0
2022-08-25,0.0,0.0,,0.0
2022-08-26,0.1,0.0,0.0,0.0
2022-08-27,0.02,0.0,0.0,0.0
2022-08-28,0.01,0.0,0.0,0.0
2022-08-29,0.0,0.0,0.0,0.0
2022-08-30,0.0,0.0,0.0,0.0
2022-08-31,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0
2022-09-02,0.0,0.0,0.0,0.0
2022-09-03,0.0,0.0,0.0,0.0
2022-09-04,0.36,0.0,0.0,0.0
2022-09-05,0.0,0.0,0.0,0.0
2022-09-06,0.0,0.0,0.0,0.0
2022-09-07,0.0,0.0,0.0,0.0
2022-09-08,0.0,0.0,0.0,0.0
2022-09-23,0.08,0.0,0.0,0.0
2022-09-24,0.0,0.0,0.0,0.0
2022-09-25,0.0,0.0,0.0,0.0
2022-09-26,0.0,0.0,0.0,0.0
2022-09-27,0.0,0.0,0.0,0.0
2022-09-28,0.02,0.0,0.0,0.0
2022-09-29,0.0,0.0,0.0,0.0
2022-09-30,0.0,0.0,0.0,0.0
2022-10-01,0.4,0.0,0.0,0.0
2022-10-14,0.0,0.0,0.0,0.0
2022-10-15,0.0,0.0,0.0,0.0
2022-10-16,0.0,0.0,0.0,0.0
2022-10-17,0.0,0.0,0.0,0.0
2022-10-18,0.0,0.0,0.0,0.0
2022-10-19,0.0,0.0,0.0,0.0
2022-10-20,0.0,0.0,0.0,0.0
2022-10-21,0.0,0.0,0.0,0.0
2022-10-22,0.0,0.0,0.0,0.0
2022-10-23,0.0,0.0,0.0,0.0
2022-10-24,0.07,0.7,0.5,0.6999999999999911
2022-10-25,0.0,0.1,0.0,0.799999999999991
2022-10-26,0.03,0.4,0.0,1.199999999999991
2022-10-27,0.35,4.6,4.5,5.799999999999991
2022-10-28,0.07,0.0,3.0,5.799999999999991
2022-10-29,0.0,0.0,0.0,5.799999999999991
2022-10-30,0.0,0.0,0.0,5.799999999999991
2022-10-31,0.0,0.0,0.0,5.099999999999991
2022-11-01,0.0,0.0,0.0,4.999999999999991
2022-11-02,0.0,0.0,0.0,4.599999999999991
2022-11-03,0.0,0.0,0.0,0.0
2022-11-04,0.21,2.1,2.0,2.099999999999991
2022-11-05,0.01,0.1,1.5,2.1999999999999913
2022-11-06,0.08,0.8,2.5,2.999999999999991
2022-11-07,0.04,0.4,2.5,3.3999999999999915
2022-11-08,0.0,0.0,0.0,3.3999999999999915
2022-11-09,0.0,0.0,0.0,3.3999999999999915
2022-11-10,0.15,2.4,2.5,5.799999999999991
2022-11-11,0.02,0.5,2.0,4.19999999999999
2022-11-12,0.0,0.0,2.0,4.099999999999991
2022-11-13,0.0,0.0,1.5,3.299999999999991
2022-11-14,0.05,0.8,1.5,3.6999999999999904
2022-11-15,0.07,0.7,2.0,4.399999999999991
2022-11-16,0.0,0.0,2.0,4.399999999999991
2022-11-17,0.02,0.2,2.0,2.1999999999999913
2022-11-18,0.1,1.6,3.5,3.299999999999991
2022-11-19,0.0,0.0,3.0,3.299999999999991
2022-11-20,0.0,0.0,2.5,3.299999999999991
2022-11-21,0.0,0.0,2.0,2.499999999999991
2022-11-22,0.0,0.0,1.5,1.7999999999999912
2022-11-23,0.0,0.0,1.5,1.7999999999999912
2022-11-24,0.0,0.0,1.0,1.5999999999999912
2022-11-25,0.0,0.0,1.0,0.0
2022-11-26,0.0,0.0,1.0,0.0
2022-11-27,0.18,2.6,3.5,2.599999999999991
2022-11-28,0.0,0.0,3.0,2.599999999999991
2022-11-29,0.15,2.4,5.5,4.999999999999991
2022-11-30,0.03,0.5,5.0,5.499999999999991
2022-12-01,0.0,0.0,,5.499999999999991
2022-12-02,0.0,0.0,,5.499999999999991
2022-12-03,0.12,1.8,,7.299999999999991
2022-12-04,0.2,2.5,,7.19999999999999
2022-12-05,0.02,0.2,,7.399999999999991
2022-12-06,0.4,5.9,,10.899999999999991
2022-12-07,0.03,0.4,,10.799999999999992
2022-12-08,0.05,1.0,,11.799999999999992
2022-12-09,0.01,0.1,,11.899999999999991
2022-12-10,0.0,0.0,,10.09999999999999
2022-12-11,0.0,0.0,,7.599999999999992
2022-12-12,0.0,0.0,,7.3999999999999915
2022-12-13,0.23,3.3,,4.799999999999991
2022-12-14,0.14,1.7,,6.099999999999991
2022-12-15,0.01,0.1,,5.19999999999999
2022-12-26,0.02,0.2,,5.299999999999991
2022-12-27,0.0,0.0,,5.299999999999991
2022-12-28,0.27,2.7,,7.999999999999991
2022-12-29,0.25,3.1,,11.09999999999999
2022-12-30,0.0,0.0,,7.799999999999992
2022-12-31,0.38,5.3,,11.399999999999991
2023-01-01,0.14,2.1,23.0,13.399999999999991
2023-01-02,0.02,0.2,21.0,13.399999999999991
2023-01-03,0.01,0.3,20.5,13.699999999999992
2023-01-04,0.05,2.0,21.5,12.999999999999991
2023-01-05,0.01,0.3,20.5,10.19999999999999
2023-01-06,0.0,0.0,20.0,10.19999999999999
2023-01-07,0.16,3.5,23.0,8.39999999999999
2023-01-08,0.0,0.0,21.5,6.29999999999999
2023-01-09,0.0,0.0,20.5,6.099999999999991
2023-01-10,0.04,1.0,21.0,6.79999999999999
2023-01-11,0.02,0.2,20.0,4.999999999999989
2023-01-12,0.05,1.2,20.5,5.89999999999999
2023-01-13,0.0,0.0,19.5,5.89999999999999
2023-01-14,0.0,0.0,19.5,2.39999999999999
2023-01-15,0.0,0.0,19.0,2.39999999999999
2023-01-16,0.06,1.6,20.0,3.9999999999999902
2023-01-17,0.04,0.5,20.5,3.4999999999999902
2023-01-18,0.21,3.4,22.5,6.69999999999999
2023-01-19,0.03,0.6,22.5,6.099999999999991
2023-01-20,0.0,0.0,21.5,6.099999999999991
2023-01-21,0.02,0.3,21.0,6.399999999999991
2023-01-22,0.03,1.1,22.0,7.499999999999989
2023-01-23,0.0,0.0,20.5,5.89999999999999
2023-01-24,0.01,0.3,20.5,5.69999999999999
2023-01-25,0.02,0.3,20.5,2.5999999999999903
2023-01-26,0.01,0.3,20.5,2.29999999999999
2023-01-27,0.09,2.6,23.0,4.89999999999999
2023-01-28,0.32,8.5,30.5,13.09999999999999
2023-01-29,0.1,1.7,29.0,13.69999999999999
2023-01-30,0.09,2.0,28.0,15.699999999999992
2023-01-31,0.16,2.4,29.0,17.79999999999999
2023-02-01,0.0,0.0,27.5,17.49999999999999
2023-02-02,0.0,0.0,26.0,17.19999999999999
2023-02-03,0.0,0.0,25.0,14.59999999999999
2023-02-04,0.0,0.0,25.0,6.099999999999991
2023-02-05,0.0,0.0,24.0,4.3999999999999915
2023-02-06,0.08,1.1,24.5,3.499999999999991
2023-02-07,0.01,0.1,24.5,1.1999999999999917
2023-02-08,0.0,0.0,24.0,1.1999999999999917
2023-02-09,0.08,1.6,25.5,2.799999999999992
2023-02-10,0.0,0.0,25.0,2.799999999999992
2023-02-11,0.0,0.0,24.5,2.799999999999992
2023-02-12,0.0,0.0,24.5,2.799999999999992
2023-02-13,0.0,0.0,24.0,1.6999999999999917
2023-02-14,0.02,0.3,24.0,1.8999999999999917
2023-02-15,0.0,0.0,23.5,1.8999999999999917
2023-02-16,0.03,0.3,24.0,0.5999999999999915
2023-02-17,0.0,0.0,24.0,0.5999999999999915
2023-02-18,0.0,0.0,24.0,0.5999999999999915
2023-02-19,0.0,0.0,23.0,0.5999999999999915
2023-02-20,0.06,1.7,24.5,2.2999999999999914
2023-02-21,0.0,0.0,24.0,1.9999999999999916
2023-02-22,0.0,0.0,21.5,1.9999999999999916
2023-02-23,0.25,3.0,24.5,4.699999999999992
2023-02-24,0.02,0.3,24.5,4.999999999999992
2023-02-25,0.03,0.7,24.0,5.699999999999992
2023-02-26,0.0,0.0,23.5,5.699999999999992
2023-02-27,0.03,1.1,24.0,5.099999999999992
2023-02-28,0.0,0.2,24.0,5.299999999999992
2023-03-01,0.13,3.8,27.0,9.09999999999999
2023-03-02,0.1,2.0,28.5,8.09999999999999
2023-03-03,0.0,0.0,26.5,7.799999999999992
2023-03-04,0.28,4.7,31.0,11.799999999999992
2023-03-05,0.0,0.0,29.0,11.799999999999992
2023-03-06,0.02,0.4,28.5,11.099999999999993
2023-03-07,0.0,0.0,27.5,10.899999999999991
2023-03-08,0.0,0.0,27.0,7.0999999999999925
2023-03-09,0.01,0.4,27.0,5.499999999999992
2023-03-10,0.01,0.3,27.0,5.799999999999991
2023-03-11,0.34,4.2,31.0,5.299999999999992
2023-03-12,0.0,0.0,29.5,5.299999999999992
2023-03-13,0.01,0.1,29.5,4.999999999999991
2023-03-14,0.0,0.0,28.0,4.999999999999991
2023-03-15,0.0,0.0,27.5,4.999999999999991
2023-03-16,0.16,2.0,26.5,6.5999999999999925
2023-03-17,0.0,0.0,25.5,6.299999999999992
2023-03-18,0.0,0.0,25.0,2.099999999999992
2023-03-19,0.0,0.0,25.0,2.099999999999992
2023-03-20,0.0,0.0,25.0,1.999999999999992
2023-03-21,0.06,0.9,25.5,2.899999999999992
2023-03-22,0.19,2.4,28.0,5.299999999999992
2023-03-23,0.43,4.6,32.5,7.8999999999999915
2023-03-24,0.01,0.4,30.5,8.299999999999992
2023-03-25,0.09,1.3,30.5,9.59999999999999
2023-03-26,0.01,0.5,30.0,10.09999999999999
2023-03-27,0.15,1.5,31.0,11.59999999999999
2023-03-28,0.0,0.0,29.5,10.699999999999992
2023-03-29,0.0,0.0,29.0,8.299999999999994
2023-03-30,0.0,0.0,27.5,3.699999999999992
2023-03-31,0.11,2.1,28.0,5.399999999999992
2023-04-01,0.11,2.7,,6.799999999999993
2023-04-02,0.0,0.0,,6.299999999999992
2023-04-15,0.15,0.8,,5.599999999999992
2023-04-16,0.0,0.0,,5.5999999999999925
2023-04-17,0.0,0.0,,5.5999999999999925
2023-04-18,0.0,0.0,,5.5999999999999925
2023-04-19,0.0,0.0,,3.499999999999992
2023-04-20,0.05,0.1,,0.899999999999992
2023-04-21,0.01,0.2,,1.099999999999992
2023-04-22,0.24,3.6,,3.8999999999999924
2023-04-23,0.01,0.0,,3.899999999999992
2023-04-24,0.0,0.0,,3.899999999999992
2023-04-25,0.08,0.7,,4.599999999999992
2023-04-26,0.02,0.0,,4.599999999999992
2023-04-27,0.0,0.0,,4.499999999999992
2023-04-28,0.15,1.2,,5.499999999999992
2023-04-29,0.0,0.0,,1.899999999999992
2023-04-30,0.0,0.0,,1.899999999999992
2023-05-01,0.0,0.0,0.0,1.899999999999992
2023-05-02,0.0,0.0,0.0,1.199999999999992
2023-05-03,0.0,0.0,0.0,1.199999999999992
2023-05-04,0.0,0.0,0.0,1.199999999999992
2023-05-05,0.03,0.0,0.0,0.0
2023-05-06,0.03,0.6,0.5,0.599999999999992
2023-05-07,0.0,0.0,0.0,0.599999999999992
2023-05-08,0.0,0.0,0.0,0.599999999999992
2023-05-09,0.0,0.0,0.0,0.599999999999992
2023-05-10,0.0,0.0,0.0,0.599999999999992
2023-05-11,0.45,0.0,0.0,0.599999999999992
2023-05-12,0.35,0.0,0.0,0.599999999999992
2023-05-13,0.18,0.0,0.0,0.0
2023-05-14,0.0,0.0,0.0,0.0
2023-05-15,0.0,0.0,0.0,0.0
2023-05-16,0.0,0.0,0.0,0.0
2023-05-17,0.0,0.0,0.0,0.0
2023-05-18,0.0,0.0,0.0,0.0
2023-05-19,0.07,0.0,0.0,0.0
2023-05-20,0.04,0.0,0.0,0.0
2023-05-21,0.06,0.0,0.0,0.0
2023-05-22,0.0,0.0,0.0,0.0
2023-05-23,0.0,0.0,0.0,0.0
2023-05-24,0.01,0.0,0.0,0.0
2023-05-25,0.06,0.0,0.0,0.0
2023-06-03,0.04,0.0,,0.0
2023-06-04,0.08,0.0,,0.0
2023-06-05,0.1,0.0,,0.0
2023-06-06,0.0,0.0,,0.0
2023-06-13,0.11,0.0,,0.0
2023-06-14,0.06,0.0,,0.0
2023-06-15,0.26,0.0,,0.0
2023-06-16,0.17,0.0,,0.0
2023-06-17,0.12,0.0,,0.0
2023-06-18,0.31,0.0,,0.0
2023-06-19,0.0,0.0,,0.0
2023-06-20,0.0,0.0,,0.0
2023-06-21,0.0,0.0,,0.0
2023-06-22,0.0,0.0,,0.0
2023-06-23,0.1,0.0,,0.0
2023-06-24,0.0,0.0,,0.0
2023-06-25,0.0,0.0,,0.0
2023-06-26,0.0,0.0,,0.0
2023-06-27,0.0,0.0,,0.0
2023-06-28,0.0,0.0,,0.0
2023-06-29,0.0,0.0,,0.0
2023-06-30,0.04,0.0,,0.0
2023-07-01,0.1,0.0,0.0,0.0
2023-07-02,0.02,0.0,0.0,0.0
2023-07-03,0.0,0.0,,0.0
2023-07-04,0.0,0.0,0.0,0.0
2023-07-05,0.07,0.0,0.0,0.0
2023-07-20,0.39,0.0,0.0,0.0
2023-07-21,0.36,0.0,0.0,0.0
2023-07-22,0.16,0.0,0.0,0.0
2023-07-23,0.0,0.0,0.0,0.0
2023-07-24,0.0,0.0,0.0,0.0
2023-07-25,0.0,0.0,0.0,0.0
2023-07-26,0.01,0.0,0.0,0.0
2023-07-27,0.04,0.0,0.0,0.0
2023-07-28,0.02,0.0,0.0,0.0
2023-07-29,0.0,0.0,0.0,0.0
2023-07-30,0.0,0.0,0.0,0.0
2023-07-31,0.0,0.0,0.0,0.0
2023-08-01,0.51,0.0,,0.0
2023-08-02,0.34,0.0,,0.0
2023-08-03,0.25,0.0,,0.0
2023-08-04,0.0,0.0,,0.0
2023-08-05,0.0,0.0,,0.0
2023-08-06,0.0,0.0,,0.0
2023-08-07,0.07,0.0,,0.0
2023-08-08,0.02,0.0,,0.0
2023-08-09,0.0,0.0,,0.0
2023-08-10,0.0,0.0,,0.0
2023-08-11,0.01,0.0,,0.0
2023-08-12,0.0,0.0,,0.0
2023-08-13,0.0,0.0,,0.0
2023-08-31,0.0,0.0,,0.0
2023-09-01,0.0,0.0,,0.0
2023-09-02,0.0,0.0,,0.0
2023-09-03,0.0,0.0,,0.0
2023-09-04,0.19,0.0,,0.0
2023-09-05,0.0,0.0,,0.0
2023-09-06,0.0,0.0,,0.0
2023-09-07,0.0,0.0,,0.0
2023-09-08,0.0,0.0,,0.0
2023-09-09,0.0,0.0,,0.0
2023-09-10,0.0,0.0,,0.0
2023-09-11,0.09,0.0,,0.0
2023-09-12,0.0,0.0,,0.0
2023-09-13,0.0,0.0,,0.0
2023-09-14,0.0,0.0,,0.0
2023-09-15,0.18,0.0,,0.0
2023-09-16,0.0,0.0,,0.0
2023-10-01,0.0,0.0,0.0,0.0
